,date,price
0,1982-07-01,178.79
1,1982-07-02,180.65
2,1982-07-06,180.42
3,1982-07-07,179.3
4,1982-07-08,183.28
5,1982-07-09,190.49
6,1982-07-12,197.98
7,1982-07-13,204.64
8,1982-07-14,204.7
9,1982-07-15,203.43
10,1982-07-16,201.28
11,1982-07-19,200.29
12,1982-07-20,199.94
13,1982-07-21,208.71
14,1982-07-22,202
15,1982-07-23,205.6
16,1982-07-26,199.66
17,1982-07-27,199.98
18,1982-07-28,199.02
19,1982-07-29,197.07
20,1982-07-30,197.3
21,1982-08-02,200.34
22,1982-08-03,199.71
23,1982-08-04,200.37
24,1982-08-05,201.98
25,1982-08-06,201.11
26,1982-08-09,197.65
27,1982-08-10,199.23
28,1982-08-11,196.41
29,1982-08-12,197.11
30,1982-08-13,198.59
31,1982-08-16,200.7
32,1982-08-17,197.83
33,1982-08-18,207.48
34,1982-08-19,206.9
35,1982-08-20,221.94
36,1982-08-23,226.2
37,1982-08-24,230.66
38,1982-08-25,227.78
39,1982-08-26,236.93
40,1982-08-27,240.78
41,1982-08-30,235.41
42,1982-08-31,239.17
43,1982-09-01,235.51
44,1982-09-02,236.14
45,1982-09-03,262.93
46,1982-09-07,278.39
47,1982-09-08,266.12
48,1982-09-09,269.68
49,1982-09-10,264.53
50,1982-09-13,257.43
51,1982-09-14,266
52,1982-09-15,259.71
53,1982-09-16,262.66
54,1982-09-17,257.73
55,1982-09-20,248
56,1982-09-21,249.42
57,1982-09-22,257.74
58,1982-09-23,254.78
59,1982-09-24,252.27
60,1982-09-27,243.96
61,1982-09-28,242.83
62,1982-09-29,241.64
63,1982-09-30,234.29
64,1982-10-01,236.75
65,1982-10-04,230.2
66,1982-10-05,231.37
67,1982-10-06,238.7
68,1982-10-07,245.67
69,1982-10-08,254.03
70,1982-10-12,255.92
71,1982-10-13,250.92
72,1982-10-14,262.6
73,1982-10-15,253.81
74,1982-10-18,250.7
75,1982-10-19,258.64
76,1982-10-20,248.63
77,1982-10-21,255.06
78,1982-10-22,252.06
79,1982-10-25,249.09
80,1982-10-26,248.64
81,1982-10-27,247.92
82,1982-10-28,249.23
83,1982-11-03,254.54
84,1982-11-04,254.85
85,1982-11-05,251.13
86,1982-11-08,246.71
87,1982-11-09,246.46
88,1982-11-10,247.22
89,1982-11-12,240.95
90,1982-11-15,247.13
91,1982-11-16,251.47
92,1982-11-17,257.57
93,1982-11-18,254.83
94,1982-11-19,257.86
95,1982-11-22,257.53
96,1982-11-23,254.19
97,1982-11-24,256.47
98,1982-11-26,254.95
99,1982-11-29,270.2
100,1982-11-30,267.16
101,1982-12-01,270.31
102,1982-12-02,272.66
103,1982-12-03,268.86
104,1982-12-06,274.81
105,1982-12-07,278.49
106,1982-12-08,273.51
107,1982-12-09,271.4
108,1982-12-10,270.62
109,1982-12-13,272.99
110,1982-12-14,278.01
111,1982-12-15,271.07
112,1982-12-16,271.73
113,1982-12-17,273.13
114,1982-12-20,273.33
115,1982-12-21,275.6
116,1982-12-22,278.28
117,1982-12-23,279.44
118,1982-12-27,284.74
119,1982-12-28,281.35
120,1982-12-29,283.04
121,1982-12-30,282.65
122,1983-01-03,278.41
123,1983-01-04,277.3
124,1983-01-05,280.07
125,1983-01-06,282.91
126,1983-01-07,288.82
127,1983-01-10,298.21
128,1983-01-11,305.87
129,1983-01-12,305.08
130,1983-01-13,309.38
131,1983-01-14,305.63
132,1983-01-17,313.72
133,1983-01-18,307.74
134,1983-01-19,314.8
135,1983-01-20,309.92
136,1983-01-21,309.41
137,1983-01-24,308.99
138,1983-01-25,317.59
139,1983-01-26,314.28
140,1983-01-27,323.14
141,1983-01-28,321.38
142,1983-01-31,328.58
143,1983-02-01,333.77
144,1983-02-02,329.17
145,1983-02-03,330.27
146,1983-02-04,326.99
147,1983-02-07,319.56
148,1983-02-08,323.59
149,1983-02-09,318.3
150,1983-02-10,320.21
151,1983-02-11,327.49
152,1983-02-14,325.32
153,1983-02-15,330.43
154,1983-02-16,327.85
155,1983-02-17,326.98
156,1983-02-18,326.21
157,1983-02-22,319.09
158,1983-02-23,306.72
159,1983-02-24,310.97
160,1983-02-25,304.32
161,1983-02-28,270.26
162,1983-03-01,275.17
163,1983-03-02,285.71
164,1983-03-03,283.97
165,1983-03-04,273
166,1983-03-07,277.36
167,1983-03-08,278.43
168,1983-03-09,283.53
169,1983-03-10,287.56
170,1983-03-11,279.83
171,1983-03-14,283.96
172,1983-03-15,286.99
173,1983-03-16,277.48
174,1983-03-17,277.24
175,1983-03-18,283.5
176,1983-03-21,281.88
177,1983-03-22,286.14
178,1983-03-23,281.21
179,1983-03-24,284.24
180,1983-03-25,281.99
181,1983-03-28,280.99
182,1983-03-29,283.78
183,1983-03-30,285.03
184,1983-03-31,279.73
185,1983-04-04,280.15
186,1983-04-05,283.28
187,1983-04-06,282.47
188,1983-04-07,283.14
189,1983-04-08,279.87
190,1983-04-11,279.56
191,1983-04-12,280.52
192,1983-04-13,279.34
193,1983-04-14,282.76
194,1983-04-15,281.83
195,1983-04-18,283.79
196,1983-04-19,283.64
197,1983-04-20,281.26
198,1983-04-21,284.01
199,1983-04-22,283.21
200,1983-04-25,281.57
201,1983-04-26,277.39
202,1983-04-27,276.91
203,1983-04-28,274.82
204,1983-04-29,275.61
205,1983-05-02,272.81
206,1983-05-03,274.68
207,1983-05-04,274.09
208,1983-05-05,274.84
209,1983-05-06,273.08
210,1983-05-09,276.79
211,1983-05-10,283.6
212,1983-05-11,282.44
213,1983-05-12,280.4
214,1983-05-13,281.65
215,1983-05-16,279.53
216,1983-05-17,283.59
217,1983-05-18,284.06
218,1983-05-19,285.03
219,1983-05-20,281.9
220,1983-05-23,278.05
221,1983-05-24,278.8
222,1983-05-25,278.6
223,1983-05-26,274.66
224,1983-05-27,272.94
225,1983-05-31,273.35
226,1983-06-01,257.86
227,1983-06-02,260.81
228,1983-06-03,262.94
229,1983-06-06,258.69
230,1983-06-07,254.58
231,1983-06-08,256.75
232,1983-06-09,258.23
233,1983-06-10,261.83
234,1983-06-13,266.07
235,1983-06-14,267.91
236,1983-06-15,268.2
237,1983-06-16,270.14
238,1983-06-17,272.82
239,1983-06-20,271.34
240,1983-06-21,271.76
241,1983-06-22,274.75
242,1983-06-23,272.87
243,1983-06-24,274.02
244,1983-06-27,272.85
245,1983-06-28,271.45
246,1983-06-29,271.52
247,1983-06-30,271.31
248,1983-07-01,271.85
249,1983-07-05,268.69
250,1983-07-06,267.36
251,1983-07-07,267.84
252,1983-07-08,276.35
253,1983-07-11,280.64
254,1983-07-12,280.12
255,1983-07-13,279.25
256,1983-07-14,278.93
257,1983-07-15,278.4
258,1983-07-18,277.95
259,1983-07-19,279.14
260,1983-07-20,280.97
261,1983-07-21,281.77
262,1983-07-22,278.53
263,1983-07-25,277.36
264,1983-07-26,279.02
265,1983-07-27,279.02
266,1983-07-28,278.96
267,1983-07-29,277.63
268,1983-08-01,272.5
269,1983-08-02,274.81
270,1983-08-03,272.94
271,1983-08-04,278.32
272,1983-08-05,275.89
273,1983-08-08,273.98
274,1983-08-09,276.44
275,1983-08-10,275.62
276,1983-08-11,278.33
277,1983-08-12,278.37
278,1983-08-15,278.73
279,1983-08-16,278.94
280,1983-08-17,278.97
281,1983-08-18,276.7
282,1983-08-19,275.35
283,1983-08-22,275.98
284,1983-08-23,278.55
285,1983-08-24,278.98
286,1983-08-25,281.01
287,1983-08-26,277.17
288,1983-08-29,277.48
289,1983-08-30,278.96
290,1983-08-31,277.24
291,1983-09-01,278.22
292,1983-09-02,279.26
293,1983-09-06,279.08
294,1983-09-07,277.22
295,1983-09-08,277.44
296,1983-09-09,277.58
297,1983-09-12,276.95
298,1983-09-13,272.31
299,1983-09-14,269.6
300,1983-09-15,270.67
301,1983-09-19,273.16
302,1983-09-20,273.41
303,1983-09-21,273.04
304,1983-09-22,272.25
305,1983-09-23,274.84
306,1983-09-26,276.08
307,1983-09-27,275.26
308,1983-09-28,275.88
309,1983-09-29,272.56
310,1983-09-30,270.41
311,1983-10-03,262.22
312,1983-10-04,266.78
313,1983-10-05,261.58
314,1983-10-06,264.38
315,1983-10-07,263.35
316,1983-10-11,264.59
317,1983-10-12,262.43
318,1983-10-13,265.82
319,1983-10-14,265.91
320,1983-10-17,263.25
321,1983-10-18,264.71
322,1983-10-19,262.61
323,1983-10-20,260.18
324,1983-10-21,262.49
325,1983-10-24,263.44
326,1983-10-25,265.39
327,1983-10-26,262.08
328,1983-10-27,257.33
329,1983-10-28,259.33
330,1983-10-31,255.48
331,1983-11-01,254.26
332,1983-11-02,257.55
333,1983-11-03,254
334,1983-11-04,256.05
335,1983-11-07,255.13
336,1983-11-09,258
337,1983-11-10,256.07
338,1983-11-14,257.82
339,1983-11-15,258.03
340,1983-11-16,258.4
341,1983-11-17,254.14
342,1983-11-18,255.32
343,1983-11-21,255.43
344,1983-11-22,255.43
345,1983-11-23,256.01
346,1983-11-25,257.42
347,1983-11-28,270.24
348,1983-11-29,268.15
349,1983-11-30,276.83
350,1983-12-01,273.84
351,1983-12-02,274.98
352,1983-12-05,274.78
353,1983-12-06,273.7
354,1983-12-07,277.76
355,1983-12-08,278.18
356,1983-12-09,270.87
357,1983-12-12,273.43
358,1983-12-13,274.76
359,1983-12-14,274.91
360,1983-12-15,273.44
361,1983-12-16,266.57
362,1983-12-19,264.42
363,1983-12-20,266.46
364,1983-12-21,266.15
365,1983-12-22,265.52
366,1983-12-23,265.81
367,1983-12-27,263.76
368,1983-12-28,263.23
369,1983-12-29,264.18
370,1983-12-30,262.83
371,1984-01-03,268.08
372,1984-01-04,263.88
373,1984-01-05,265.63
374,1984-01-06,266.67
375,1984-01-09,260.34
376,1984-01-10,264.69
377,1984-01-11,263.34
378,1984-01-12,263.57
379,1984-01-13,264.68
380,1984-01-16,260.02
381,1984-01-17,260.69
382,1984-01-18,260.75
383,1984-01-19,264.25
384,1984-01-20,265.05
385,1984-01-23,264.14
386,1984-01-24,260.97
387,1984-01-25,261.65
388,1984-01-26,261.02
389,1984-01-27,263.63
390,1984-01-30,262.75
391,1984-01-31,266.7
392,1984-02-01,268.16
393,1984-02-02,269.38
394,1984-02-03,267.71
395,1984-02-06,267.7
396,1984-02-07,269.16
397,1984-02-08,273.36
398,1984-02-09,269.53
399,1984-02-10,266.99
400,1984-02-14,263.31
401,1984-02-15,265.14
402,1984-02-16,265.49
403,1984-02-17,263.34
404,1984-02-21,269.95
405,1984-02-22,272.27
406,1984-02-23,273.21
407,1984-02-24,268.73
408,1984-02-27,267.14
409,1984-02-28,267.65
410,1984-02-29,264.48
411,1984-03-01,265.7
412,1984-03-02,269.41
413,1984-03-05,273.36
414,1984-03-06,271.23
415,1984-03-07,270.21
416,1984-03-08,272.43
417,1984-03-09,273.44
418,1984-03-12,272.3
419,1984-03-13,270.66
420,1984-03-14,272.55
421,1984-03-15,270.02
422,1984-03-16,271.76
423,1984-03-19,275.24
424,1984-03-20,273.66
425,1984-03-21,274.09
426,1984-03-22,272.18
427,1984-03-23,270.13
428,1984-03-26,267.63
429,1984-03-27,268.69
430,1984-03-28,266.64
431,1984-03-29,268.92
432,1984-03-30,270.26
433,1984-04-02,270.2
434,1984-04-03,265.74
435,1984-04-04,266.11
436,1984-04-05,267.32
437,1984-04-06,265.87
438,1984-04-09,268.35
439,1984-04-10,265.34
440,1984-04-11,267.76
441,1984-04-12,267.25
442,1984-04-13,265.36
443,1984-04-16,267.39
444,1984-04-17,267.54
445,1984-04-18,268.11
446,1984-04-19,271.5
447,1984-04-23,273.54
448,1984-04-24,272.31
449,1984-04-25,270.85
450,1984-04-26,270.62
451,1984-04-27,270.57
452,1984-04-30,268.81
453,1984-05-01,269.41
454,1984-05-02,269.69
455,1984-05-03,267.87
456,1984-05-04,267.54
457,1984-05-07,270.3
458,1984-05-08,268.72
459,1984-05-09,268.25
460,1984-05-10,268.76
461,1984-05-11,269.24
462,1984-05-14,268.37
463,1984-05-15,268.97
464,1984-05-16,269.15
465,1984-05-17,270.09
466,1984-05-18,270.86
467,1984-05-21,273.79
468,1984-05-22,273.22
469,1984-05-23,274.97
470,1984-05-24,271.78
471,1984-05-25,277.8
472,1984-05-29,278.31
473,1984-05-30,279.19
474,1984-05-31,277.3
475,1984-06-01,280.51
476,1984-06-04,279.29
477,1984-06-05,282.32
478,1984-06-06,279.41
479,1984-06-07,280.78
480,1984-06-08,277
481,1984-06-11,275.58
482,1984-06-12,271.05
483,1984-06-13,269.94
484,1984-06-14,271.19
485,1984-06-15,266.96
486,1984-06-18,267.6
487,1984-06-19,268.94
488,1984-06-20,270.86
489,1984-06-21,272.17
490,1984-06-22,274.48
491,1984-06-25,273.28
492,1984-06-26,273.5
493,1984-06-27,273.68
494,1984-06-28,275.71
495,1984-06-29,274.77
496,1984-07-02,273.91
497,1984-07-03,275.47
498,1984-07-05,276.78
499,1984-07-06,268.39
500,1984-07-09,259.19
501,1984-07-10,262.85
502,1984-07-11,258.54
503,1984-07-12,261.08
504,1984-07-13,260.67
505,1984-07-16,263.93
506,1984-07-17,263.45
507,1984-07-18,263.09
508,1984-07-19,263.7
509,1984-07-20,258.46
510,1984-07-23,254.08
511,1984-07-24,255.66
512,1984-07-25,256.44
513,1984-07-26,258.64
514,1984-07-27,255.68
515,1984-07-30,258.89
516,1984-07-31,261.84
517,1984-08-01,260.57
518,1984-08-02,262.7
519,1984-08-03,263.15
520,1984-08-06,265.15
521,1984-08-07,261.87
522,1984-08-08,262.08
523,1984-08-09,262.45
524,1984-08-10,264.15
525,1984-08-13,263.22
526,1984-08-14,268.39
527,1984-08-15,265.77
528,1984-08-16,265.31
529,1984-08-17,266.26
530,1984-08-20,264.82
531,1984-08-21,263.42
532,1984-08-22,263.46
533,1984-08-23,267.58
534,1984-08-24,268.2
535,1984-08-27,266.16
536,1984-08-28,266.84
537,1984-08-29,266.54
538,1984-08-30,264.84
539,1984-08-31,266.31
540,1984-09-04,264.09
541,1984-09-05,264.01
542,1984-09-06,264.98
543,1984-09-07,266.85
544,1984-09-10,265.2
545,1984-09-11,266.9
546,1984-09-12,264.56
547,1984-09-13,265.72
548,1984-09-14,269.67
549,1984-09-17,269.89
550,1984-09-18,273.3
551,1984-09-19,274.86
552,1984-09-20,277.4
553,1984-09-21,275.9
554,1984-09-24,279.16
555,1984-09-25,280.15
556,1984-09-26,278.89
557,1984-09-27,277.05
558,1984-09-28,278.53
559,1984-10-01,279.11
560,1984-10-02,278.39
561,1984-10-03,278.91
562,1984-10-04,277.63
563,1984-10-05,277.82
564,1984-10-09,277.69
565,1984-10-10,273.88
566,1984-10-11,276
567,1984-10-12,277.11
568,1984-10-15,279.95
569,1984-10-16,282.09
570,1984-10-17,283.66
571,1984-10-18,286.02
572,1984-10-19,284.93
573,1984-10-22,282.24
574,1984-10-23,281.34
575,1984-10-24,278.23
576,1984-10-25,275.76
577,1984-10-26,276.27
578,1984-10-29,278.2
579,1984-10-30,276.7
580,1984-10-31,273.7
581,1984-11-01,270.28
582,1984-11-02,274.26
583,1984-11-05,269.93
584,1984-11-07,273.27
585,1984-11-08,273.37
586,1984-11-09,275.13
587,1984-11-13,275.58
588,1984-11-14,274.34
589,1984-11-15,272.56
590,1984-11-16,275.12
591,1984-11-19,275.01
592,1984-11-20,276.85
593,1984-11-21,277.3
594,1984-11-23,278.93
595,1984-11-26,280.87
596,1984-11-27,275.42
597,1984-11-28,273.94
598,1984-11-29,275.16
599,1984-11-30,274.85
600,1984-12-03,275.89
601,1984-12-04,274.72
602,1984-12-05,273.1
603,1984-12-06,273.99
604,1984-12-07,271.71
605,1984-12-10,271.16
606,1984-12-11,272.48
607,1984-12-12,270.71
608,1984-12-13,272.55
609,1984-12-14,270.21
610,1984-12-17,264.48
611,1984-12-18,260.54
612,1984-12-19,263.28
613,1984-12-20,264.06
614,1984-12-21,265.13
615,1984-12-26,266.95
616,1984-12-27,265.98
617,1984-12-28,265.09
618,1984-12-31,266.23
619,1985-01-02,266.11
620,1985-01-03,262.76
621,1985-01-04,262.77
622,1985-01-07,261.24
623,1985-01-08,263.18
624,1985-01-09,263.37
625,1985-01-10,267.9
626,1985-01-11,270.52
627,1985-01-14,269.13
628,1985-01-15,269.58
629,1985-01-16,270.99
630,1985-01-17,273.08
631,1985-01-18,275.12
632,1985-01-22,273.16
633,1985-01-23,270.45
634,1985-01-24,269.05
635,1985-01-25,269.19
636,1985-01-28,267.96
637,1985-01-29,272.22
638,1985-01-30,269.01
639,1985-01-31,271.21
640,1985-02-01,270.11
641,1985-02-04,270.38
642,1985-02-05,271.78
643,1985-02-06,271.94
644,1985-02-07,270.25
645,1985-02-08,270.33
646,1985-02-11,273.56
647,1985-02-13,278.8
648,1985-02-14,278.48
649,1985-02-15,275.86
650,1985-02-19,276.88
651,1985-02-20,278.79
652,1985-02-21,277.21
653,1985-02-22,277.19
654,1985-02-25,269.51
655,1985-02-26,271.58
656,1985-02-27,267.4
657,1985-02-28,266.64
658,1985-03-01,267.91
659,1985-03-04,270.3
660,1985-03-05,273.02
661,1985-03-06,268.1
662,1985-03-07,271.31
663,1985-03-08,273.5
664,1985-03-11,267.34
665,1985-03-12,264.95
666,1985-03-13,267.22
667,1985-03-14,269.04
668,1985-03-15,270.02
669,1985-03-18,270.16
670,1985-03-19,278.91
671,1985-03-20,281.49
672,1985-03-21,268.32
673,1985-03-22,269.08
674,1985-03-25,268.66
675,1985-03-26,273.86
676,1985-03-27,266.99
677,1985-03-28,265.85
678,1985-03-29,266.34
679,1985-04-01,262.87
680,1985-04-02,264.48
681,1985-04-03,264.04
682,1985-04-04,265.35
683,1985-04-08,264.36
684,1985-04-09,267.02
685,1985-04-10,269.3
686,1985-04-11,265.55
687,1985-04-12,262.97
688,1985-04-15,262.01
689,1985-04-16,258.71
690,1985-04-17,256.95
691,1985-04-18,254.89
692,1985-04-19,252.9
693,1985-04-22,256.42
694,1985-04-23,260.86
695,1985-04-24,261.79
696,1985-04-25,267.97
697,1985-04-26,266.04
698,1985-04-29,262.2
699,1985-04-30,258.9
700,1985-05-01,255.41
701,1985-05-02,256.62
702,1985-05-03,259.07
703,1985-05-06,260.86
704,1985-05-07,257.39
705,1985-05-08,259.05
706,1985-05-09,254.56
707,1985-05-10,254.97
708,1985-05-13,256.08
709,1985-05-14,256.38
710,1985-05-15,255.6
711,1985-05-16,254.25
712,1985-05-17,254.94
713,1985-05-20,252.09
714,1985-05-21,247.66
715,1985-05-22,250.34
716,1985-05-23,250.52
717,1985-05-24,250.06
718,1985-05-28,248.74
719,1985-05-29,246.35
720,1985-05-30,247.04
721,1985-05-31,244.17
722,1985-06-03,245.73
723,1985-06-04,247.41
724,1985-06-05,250.06
725,1985-06-06,247.68
726,1985-06-07,247.87
727,1985-06-10,248.21
728,1985-06-11,249.54
729,1985-06-12,248.32
730,1985-06-13,247.98
731,1985-06-14,248.59
732,1985-06-17,249.34
733,1985-06-18,249.19
734,1985-06-19,249.06
735,1985-06-20,249.12
736,1985-06-21,243.51
737,1985-06-24,244.44
738,1985-06-25,245.53
739,1985-06-26,243.99
740,1985-06-27,243.81
741,1985-06-28,242.61
742,1985-07-01,240.54
743,1985-07-02,236.35
744,1985-07-03,236.38
745,1985-07-08,230.15
746,1985-07-09,230.62
747,1985-07-10,227.13
748,1985-07-11,227.01
749,1985-07-12,225.7
750,1985-07-15,227.36
751,1985-07-16,231.94
752,1985-07-17,230.73
753,1985-07-18,227.84
754,1985-07-19,227.95
755,1985-07-22,228.45
756,1985-07-23,228.72
757,1985-07-24,227.29
758,1985-07-25,225.03
759,1985-07-26,224.91
760,1985-07-29,228.67
761,1985-07-30,228.77
762,1985-07-31,232.1
763,1985-08-01,233.24
764,1985-08-02,233.77
765,1985-08-05,236.71
766,1985-08-06,237.74
767,1985-08-07,239.99
768,1985-08-08,238.07
769,1985-08-09,236.91
770,1985-08-12,236.28
771,1985-08-13,235.37
772,1985-08-14,235.55
773,1985-08-15,237.24
774,1985-08-16,239.59
775,1985-08-19,243.82
776,1985-08-20,240.75
777,1985-08-21,241.26
778,1985-08-22,238.37
779,1985-08-23,238.97
780,1985-08-26,239.89
781,1985-08-27,241.21
782,1985-08-28,243.24
783,1985-08-29,240.94
784,1985-08-30,239.54
785,1985-09-03,239.74
786,1985-09-04,237.47
787,1985-09-05,238.83
788,1985-09-06,239.7
789,1985-09-09,245
790,1985-09-10,244.94
791,1985-09-11,245.32
792,1985-09-12,242.32
793,1985-09-13,239.78
794,1985-09-16,238.08
795,1985-09-17,237.25
796,1985-09-18,237.08
797,1985-09-19,236.19
798,1985-09-20,233.43
799,1985-09-23,229.64
800,1985-09-24,229.06
801,1985-09-25,228.52
802,1985-09-26,229.09
803,1985-09-27,234.72
804,1985-09-30,231.45
805,1985-10-01,228.64
806,1985-10-02,230.07
807,1985-10-03,228.14
808,1985-10-04,231.72
809,1985-10-07,230.8
810,1985-10-08,231.14
811,1985-10-09,231.12
812,1985-10-10,230.83
813,1985-10-11,230.82
814,1985-10-15,231.6
815,1985-10-16,230.12
816,1985-10-17,230.34
817,1985-10-18,228.64
818,1985-10-21,227.69
819,1985-10-22,229
820,1985-10-23,227.35
821,1985-10-24,229.7
822,1985-10-25,228.97
823,1985-10-28,228.72
824,1985-10-29,227.49
825,1985-10-30,226.51
826,1985-10-31,225.82
827,1985-11-01,224.64
828,1985-11-04,226.03
829,1985-11-05,226.74
830,1985-11-06,226.15
831,1985-11-07,228.17
832,1985-11-08,227.43
833,1985-11-12,229.13
834,1985-11-13,227.96
835,1985-11-14,228.05
836,1985-11-15,229.02
837,1985-11-18,227.08
838,1985-11-19,226.28
839,1985-11-20,227.27
840,1985-11-21,226.01
841,1985-11-22,224.54
842,1985-11-25,225.87
843,1985-11-26,225.43
844,1985-11-27,222.83
845,1985-11-29,220.55
846,1985-12-02,216.27
847,1985-12-03,218.26
848,1985-12-04,218.17
849,1985-12-05,218.32
850,1985-12-06,217.99
851,1985-12-09,217.91
852,1985-12-10,216.52
853,1985-12-11,222.97
854,1985-12-12,220.7
855,1985-12-13,221.37
856,1985-12-16,221.63
857,1985-12-17,223.45
858,1985-12-18,225.64
859,1985-12-19,229.28
860,1985-12-20,228.42
861,1985-12-23,229.25
862,1985-12-24,229.57
863,1985-12-26,227.78
864,1985-12-27,227.58
865,1985-12-30,227.24
866,1986-01-02,225.8
867,1986-01-03,227.34
868,1986-01-06,228.03
869,1986-01-07,229.56
870,1986-01-08,230.68
871,1986-01-09,230.35
872,1986-01-10,233.97
873,1986-01-13,235.06
874,1986-01-14,236.99
875,1986-01-15,240.59
876,1986-01-16,252.57
877,1986-01-17,245.17
878,1986-01-20,248.18
879,1986-01-21,252.75
880,1986-01-22,253.55
881,1986-01-23,253.69
882,1986-01-24,254.97
883,1986-01-27,258.6
884,1986-01-28,251.03
885,1986-01-29,252.23
886,1986-01-30,254.39
887,1986-01-31,248.58
888,1986-02-03,250.98
889,1986-02-04,245.81
890,1986-02-05,242.57
891,1986-02-06,240.8
892,1986-02-07,241.38
893,1986-02-10,241.65
894,1986-02-11,238.15
895,1986-02-12,238.94
896,1986-02-13,236.16
897,1986-02-14,233.9
898,1986-02-18,236.53
899,1986-02-19,233.83
900,1986-02-20,232.41
901,1986-02-21,234.09
902,1986-02-24,234.07
903,1986-02-25,236.33
904,1986-02-26,232.64
905,1986-02-27,227.25
906,1986-02-28,232.87
907,1986-03-03,233.2
908,1986-03-04,230.75
909,1986-03-05,235.12
910,1986-03-06,236.52
911,1986-03-07,236.14
912,1986-03-10,235.82
913,1986-03-11,235.28
914,1986-03-12,234.51
915,1986-03-13,239.79
916,1986-03-14,237.4
917,1986-03-17,239.1
918,1986-03-18,237.65
919,1986-03-19,234.67
920,1986-03-20,235.62
921,1986-03-21,234.75
922,1986-03-24,235.34
923,1986-03-25,241.1
924,1986-03-26,233.44
925,1986-03-27,232.03
926,1986-04-01,226.31
927,1986-04-02,227.86
928,1986-04-03,229.25
929,1986-04-04,231.18
930,1986-04-07,232.73
931,1986-04-08,231.05
932,1986-04-09,231.51
933,1986-04-10,230.76
934,1986-04-11,231.17
935,1986-04-14,230.56
936,1986-04-15,231.35
937,1986-04-16,225.43
938,1986-04-17,223.63
939,1986-04-18,226.81
940,1986-04-21,226.06
941,1986-04-22,227.61
942,1986-04-23,227.11
943,1986-04-24,224.49
944,1986-04-25,224.1
945,1986-04-28,221.43
946,1986-04-29,220.59
947,1986-04-30,222.89
948,1986-05-01,225.91
949,1986-05-02,223.49
950,1986-05-05,221.58
951,1986-05-06,221.9
952,1986-05-07,222.67
953,1986-05-08,221.93
954,1986-05-09,223.57
955,1986-05-12,221.88
956,1986-05-13,221.56
957,1986-05-14,221.33
958,1986-05-15,221.14
959,1986-05-16,223.65
960,1986-05-19,222.82
961,1986-05-20,221.13
962,1986-05-21,221.53
963,1986-05-22,226.14
964,1986-05-23,226.46
965,1986-05-27,225.6
966,1986-05-28,225.89
967,1986-05-29,227.9
968,1986-05-30,230.83
969,1986-06-02,229.64
970,1986-06-03,227.26
971,1986-06-04,227.49
972,1986-06-05,226.31
973,1986-06-06,224.43
974,1986-06-09,225.86
975,1986-06-10,227.61
976,1986-06-11,225.63
977,1986-06-12,224.96
978,1986-06-13,226.26
979,1986-06-16,220.73
980,1986-06-17,221.7
981,1986-06-18,224.23
982,1986-06-19,223.85
983,1986-06-20,224.33
984,1986-06-23,225.59
985,1986-06-24,224.98
986,1986-06-25,224.88
987,1986-06-26,225.31
988,1986-06-27,222.92
989,1986-06-30,224.24
990,1986-07-01,221.15
991,1986-07-02,220.93
992,1986-07-03,220.45
993,1986-07-04,221.47
994,1986-07-07,222.94
995,1986-07-08,224.15
996,1986-07-09,225.83
997,1986-07-10,226.46
998,1986-07-11,229.28
999,1986-07-14,231.05
1000,1986-07-15,230.64
1001,1986-07-16,227.7
1002,1986-07-17,227.69
1003,1986-07-18,229.31
1004,1986-07-21,234.16
1005,1986-07-22,236.27
1006,1986-07-23,231.25
1007,1986-07-24,231.44
1008,1986-07-25,233.87
1009,1986-07-28,237.54
1010,1986-07-29,233.67
1011,1986-07-30,233.77
1012,1986-07-31,237.86
1013,1986-08-01,241.88
1014,1986-08-04,242.95
1015,1986-08-05,239.92
1016,1986-08-06,242.76
1017,1986-08-07,243.32
1018,1986-08-08,248.36
1019,1986-08-11,259.63
1020,1986-08-12,257.2
1021,1986-08-13,261.56
1022,1986-08-14,256.41
1023,1986-08-15,255.86
1024,1986-08-18,251.15
1025,1986-08-19,247.68
1026,1986-08-20,249.82
1027,1986-08-21,255.05
1028,1986-08-22,254.71
1029,1986-08-26,254.64
1030,1986-08-27,254.79
1031,1986-08-28,258.91
1032,1986-08-29,257.8
1033,1986-09-01,260.21
1034,1986-09-02,262.77
1035,1986-09-03,270.18
1036,1986-09-04,268.36
1037,1986-09-05,278.86
1038,1986-09-08,279.65
1039,1986-09-09,275.72
1040,1986-09-10,280.99
1041,1986-09-11,271.77
1042,1986-09-12,283.03
1043,1986-09-15,276.57
1044,1986-09-16,280.1
1045,1986-09-17,278.99
1046,1986-09-18,282.88
1047,1986-09-19,290.74
1048,1986-09-22,298.12
1049,1986-09-23,297.91
1050,1986-09-24,299.09
1051,1986-09-25,301.11
1052,1986-09-26,300.54
1053,1986-09-29,298.21
1054,1986-09-30,292.02
1055,1986-10-01,293.19
1056,1986-10-02,301.34
1057,1986-10-03,303.43
1058,1986-10-06,303.81
1059,1986-10-07,304.67
1060,1986-10-08,308.69
1061,1986-10-09,303.27
1062,1986-10-10,300.42
1063,1986-10-13,301.38
1064,1986-10-14,298.37
1065,1986-10-15,293.94
1066,1986-10-16,295.46
1067,1986-10-17,293.66
1068,1986-10-20,297.63
1069,1986-10-21,295.29
1070,1986-10-22,296.16
1071,1986-10-23,297.61
